Area;Indicator Name;Year;Fertilizer (kg/ha)
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2022;"128,55"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2023;"179,16"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1961;"33,51"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1962;"10,26"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1963;"19,03"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1964;"19,16"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1965;"27,14"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1966;"34,34"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1967;"44,97"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1968;"49,46"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1969;"55,07"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1970;"61,06"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1971;"65,11"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1972;"65,79"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1973;"88,42"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1974;"94,93"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1975;"122,84"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1976;"117,25"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1977;"115,54"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1978;"150,97"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1979;"145,77"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1980;"124,39"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1981;"164,28"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1982;"169,6"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1983;"166,09"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1984;"171,62"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1985;"155,53"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1986;"138,53"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1987;"137,9"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1988;"134,07"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1989;"145,7"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1990;"128,31"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1991;"49,14"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1992;"59,1"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1993;"64,45"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1994;"40,06"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1995;"38,92"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1996;"45,2"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1997;"33,7"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1998;"38,61"
Romania;Fertilizer consumption (kilograms per hectare of arable land);1999;"25,4"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2000;"32,44"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2001;"39,42"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2002;"34,78"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2003;"38,63"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2004;"42,63"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2005;"51,35"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2006;"40,6"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2007;"44,64"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2008;"45,64"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2009;"48,49"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2010;"52,55"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2011;"54,13"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2012;"49,78"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2013;"56,23"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2014;"51,52"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2015;"60,69"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2016;"59,91"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2017;"68,06"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2018;"83,2"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2019;"83,6"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2020;"87,05"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2021;"98,31"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2022;"90,26"
Romania;Fertilizer consumption (kilograms per hectare of arable land);2023;"91,57"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1992;"316,77"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1993;"272,64"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1994;"432,98"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1995;"376,02"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1996;"331,41"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1997;"427,62"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1998;"445,29"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);1999;"459,61"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2000;"436,72"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2001;"418,88"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2002;"403,48"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2003;"400,29"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2004;"358,7"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2005;"329,55"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2006;"322,01"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2007;"324,53"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2008;"279,84"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2009;"233,83"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2010;"266,57"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2011;"256,51"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2012;"250,38"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2013;"254,13"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2014;"263,08"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2015;"267,47"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2016;"258,41"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2017;"256,96"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2018;"261,76"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2019;"258,15"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2020;"258,58"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2021;"249,03"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2022;"215,85"
Slovenia;Fertilizer consumption (kilograms per hectare of arable land);2023;"221,03"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1961;"44,93"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1962;"46,16"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1963;"46,06"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1964;"48,19"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1965;49
Spain;Fertilizer consumption (kilograms per hectare of arable land);1966;"56,89"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1967;"59,19"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1968;"68,03"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1969;"69,15"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1970;"77,5"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1971;"85,38"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1972;"87,1"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1973;"94,76"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1974;"93,79"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1975;"88,61"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1976;"108,29"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1977;"90,29"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1978;"103,55"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1979;"108,16"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1980;"106,83"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1981;"88,47"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1982;"95,4"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1983;"93,41"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1984;"104,71"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1985;"111,42"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1986;"119,16"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1987;"129,67"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1988;"134,42"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1989;"132,3"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1990;"128,85"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1991;"123,33"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1992;"103,6"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1993;"121,32"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1994;"130,18"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1995;"133,05"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1996;"151,7"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1997;"147,56"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1998;"172,98"
Spain;Fertilizer consumption (kilograms per hectare of arable land);1999;"172,32"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2000;"160,4"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2001;"168,08"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2002;"164,45"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2003;"175,27"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2004;"165,4"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2005;"142,14"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2006;"142,33"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2007;"157,72"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2008;"106,54"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2009;"96,93"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2010;"130,68"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2011;"122,62"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2012;"122,58"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2013;"143,6"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2014;"151,36"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2015;"151,5"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2016;"143,97"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2017;"155,5"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2018;"157,7"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2019;"157,48"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2020;"167,14"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2021;"157,99"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2022;"110,6"
Spain;Fertilizer consumption (kilograms per hectare of arable land);2023;"115,14"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1961;"85,33"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1962;"87,48"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1963;"100,85"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1964;"114,82"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1965;"122,38"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1966;"125,37"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1967;"138,53"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1968;"150,69"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1969;"155,06"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1970;"164,85"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1971;"172,38"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1972;"171,35"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1973;"188,44"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1974;"160,63"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1975;"174,87"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1976;"177,39"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1977;"176,44"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1978;"174,66"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1979;"170,13"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1980;"162,63"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1981;"164,2"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1982;"162,71"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1983;"163,88"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1984;"155,84"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1985;"143,72"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1986;"139,65"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1987;"138,93"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1988;"127,27"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1989;"124,49"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1990;"115,54"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1991;"104,81"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1992;"113,64"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1993;"118,56"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1994;"116,31"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1995;"106,39"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1996;"110,56"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1997;"110,87"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1998;"105,73"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);1999;"105,7"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2000;"108,68"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2001;"99,18"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2002;"100,73"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2003;"99,14"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2004;"98,23"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2005;"88,12"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2006;"86,6"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2007;"89,72"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2008;"99,59"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2009;"64,16"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2010;"82,05"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2011;"85,4"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2012;"76,23"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2013;"84,67"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2014;"93,06"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2015;"96,89"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2016;"97,89"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2017;"104,97"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2018;"100,67"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2019;"97,69"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2020;"116,95"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2021;"112,91"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2022;"102,67"
Sweden;Fertilizer consumption (kilograms per hectare of arable land);2023;"93,52"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1961;"268,87"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1962;"303,03"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1963;"313,59"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1964;"328,04"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1965;"352,66"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1966;"358,49"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1967;"368,19"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1968;"379,76"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1969;"405,56"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1970;"414,44"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1971;"423,09"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1972;"380,81"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1973;"437,43"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1974;"397,37"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1975;"388,72"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1976;"412,18"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1977;"420,65"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1978;"468,69"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1979;"488,94"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1980;"476,04"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1981;"440,41"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1982;"437,34"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1983;"448,66"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1984;"447,11"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1985;"444,32"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1986;"428,61"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1987;"444,69"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1988;"441,52"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1989;"433,42"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1990;"416,53"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1991;"390,14"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1992;"374,3"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1993;"368,42"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1994;"345,9"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1995;"319,79"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1996;"297,41"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1997;"291,67"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1998;"290,8"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);1999;"248,85"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2000;"217,97"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2001;"240,56"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2002;"196,55"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2003;"203,69"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2004;"216,82"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2005;"228,41"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2006;"229,13"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2007;"230,3"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2008;"227,73"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2009;"191,2"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2010;"218,79"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2011;"209,4"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2012;"167,96"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2013;"203,45"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2014;"208,4"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2015;"208,93"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2016;"212,11"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2017;"199,89"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2018;"187,79"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2019;"163,43"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2020;"175,13"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2021;"177,19"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2022;"132,6"
Switzerland;Fertilizer consumption (kilograms per hectare of arable land);2023;"142,7"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1992;"80,69"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1993;"40,35"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1994;"34,06"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1995;"26,74"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1996;"15,82"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1997;"16,99"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1998;"15,64"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);1999;"12,76"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2000;"13,51"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2001;"14,57"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2002;"15,95"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2003;"15,78"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2004;"16,42"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2005;"17,19"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2006;"21,55"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2007;"27,64"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2008;"32,79"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2009;"27,3"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2010;"32,66"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2011;"38,87"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2012;"41,41"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2013;"45,57"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2014;"44,91"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2015;"43,17"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2016;"52,75"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2017;"61,88"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2018;"65,39"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2019;"65,07"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2020;"75,59"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2021;"78,49"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2022;"55,64"
Ukraine;Fertilizer consumption (kilograms per hectare of arable land);2023;"42,52"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1961;"195,29"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1962;"195,08"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1963;"205,53"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1964;"203,15"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1965;"211,83"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1966;"227,36"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1967;"257,97"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1968;"246,71"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1969;"226,68"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1970;"266,64"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1971;"273,26"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1972;"243,06"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1973;"264,54"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1974;"238,25"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1975;"264,96"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1976;"279,81"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1977;"290,28"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1978;"298,88"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1979;"327,28"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1980;"296,91"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1981;"333,14"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1982;"368,15"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1983;"379,33"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1984;"374,17"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1985;"359,94"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1986;"381,84"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1987;"358,18"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1988;"357,54"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1989;"374,66"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1990;"360,73"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1991;"330,59"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1992;"305,61"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1993;"340,67"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1994;"375,4"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1995;"369,1"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1996;"389,64"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1997;"356,47"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1998;"332,8"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);1999;"337,33"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2000;"300,2"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2001;"330,91"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2002;"323,37"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2003;"315,96"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2004;"305,55"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2005;"291,85"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2006;"256,48"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2007;"254,56"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2008;"256,62"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2009;"212,43"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2010;"243,05"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2011;"246,95"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2012;"232,94"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2013;"233,03"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2014;"247,85"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2015;"252,37"
United Kingdom;Fertilizer consumption (kilograms per hectare of arable land);2016;"247,76"
