Area;Item;Year;Area harvested(ha);Production(tonnes);Yield (kg/ha);Production(tonnes).1;Production(kg)
Albania;Potatoes;1961;4185.0;30188.0;7213.4;30188.0;30188000
Albania;Potatoes;1962;3598.0;19552.0;5434.1;19552.0;19552000
Albania;Potatoes;1963;3091.0;23726.0;7675.8;23726.0;23726000
Albania;Potatoes;1964;3729.0;33706.0;9038.9;33706.0;33706000
Albania;Potatoes;1965;3718.0;21395.0;5754.4;21395.0;21395000
Albania;Potatoes;1966;12347.0;107816.0;8732.2;107816.0;107816000
Albania;Potatoes;1967;16006.0;115830.0;7236.7;115830.0;115830000
Albania;Potatoes;1968;22032.0;159695.0;7248.3;159695.0;159695000
Albania;Potatoes;1969;21701.0;120958.0;5573.8;120958.0;120958000
Albania;Potatoes;1970;19510.0;106707.0;5469.3;106707.0;106707000
Albania;Potatoes;1971;15768.0;99814.0;6330.2;99814.0;99814000
Albania;Potatoes;1972;15300.0;81400.0;5320.3;81400.0;81400000
Albania;Potatoes;1973;13300.0;81000.0;6090.2;81000.0;81000000
Albania;Potatoes;1974;15500.0;104000.0;6709.7;104000.0;104000000
Albania;Potatoes;1975;15500.0;108000.0;6967.7;108000.0;108000000
Albania;Potatoes;1976;15500.0;115000.0;7419.4;115000.0;115000000
Albania;Potatoes;1977;15500.0;117000.0;7548.4;117000.0;117000000
Albania;Potatoes;1978;15500.0;119000.0;7677.4;119000.0;119000000
Albania;Potatoes;1979;15500.0;118800.0;7664.5;118800.0;118800000
Albania;Potatoes;1980;16300.0;98800.0;6061.3;98800.0;98800000
Albania;Potatoes;1981;16600.0;119100.0;7174.7;119100.0;119100000
Albania;Potatoes;1982;15600.0;101200.0;6487.2;101200.0;101200000
Albania;Potatoes;1983;15500.0;136000.0;8774.2;136000.0;136000000
Albania;Potatoes;1984;14300.0;90000.0;6293.7;90000.0;90000000
Albania;Potatoes;1985;15000.0;85000.0;5666.7;85000.0;85000000
Albania;Potatoes;1986;14000.0;110000.0;7857.1;110000.0;110000000
Albania;Potatoes;1987;14000.0;89000.0;6357.1;89000.0;89000000
Albania;Potatoes;1988;12000.0;60000.0;5000.0;60000.0;60000000
Albania;Potatoes;1989;9000.0;97000.0;10777.8;97000.0;97000000
Albania;Potatoes;1990;12000.0;80000.0;6666.7;80000.0;80000000
Albania;Potatoes;1991;11047.0;85966.0;7781.8;85966.0;85966000
Albania;Potatoes;1992;9470.0;78525.0;8292.0;78525.0;78525000
Albania;Potatoes;1993;10313.0;101527.0;9844.6;101527.0;101527000
Albania;Potatoes;1994;10923.0;88918.0;8140.4;88918.0;88918000
Albania;Potatoes;1995;12029.0;133910.0;11132.3;133910.0;133910000
Albania;Potatoes;1996;12398.0;131590.0;10613.8;131590.0;131590000
Albania;Potatoes;1997;11534.0;126729.0;10987.4;126729.0;126729000
Albania;Potatoes;1998;11398.0;144996.0;12721.2;144996.0;144996000
Albania;Potatoes;1999;11400.0;161900.0;14201.8;161900.0;161900000
Albania;Potatoes;2000;11400.0;161000.0;14122.8;161000.0;161000000
Albania;Potatoes;2001;11000.0;163700.0;14881.8;163700.0;163700000
Albania;Potatoes;2002;10600.0;163100.0;15386.8;163100.0;163100000
Albania;Potatoes;2003;10456.0;158200.0;15130.1;158200.0;158200000
Albania;Potatoes;2004;10700.0;159800.0;14934.6;159800.0;159800000
Albania;Potatoes;2005;10134.0;169300.0;16706.1;169300.0;169300000
Albania;Potatoes;2006;9523.0;162600.0;17074.5;162600.0;162600000
Albania;Potatoes;2007;8200.0;154900.0;18890.2;154900.0;154900000
Albania;Potatoes;2008;9800.0;190000.0;19387.8;190000.0;190000000
Albania;Potatoes;2009;9100.0;200000.0;21978.0;200000.0;200000000
Albania;Potatoes;2010;9000.0;208000.0;23111.1;208000.0;208000000
Albania;Potatoes;2011;9500.0;230100.0;24221.1;230100.0;230100000
Albania;Potatoes;2012;9300.0;233000.0;25053.8;233000.0;233000000
Albania;Potatoes;2013;9100.0;236700.0;26011.0;236700.0;236700000
Albania;Potatoes;2014;9600.0;240000.0;25000.0;240000.0;240000000
Albania;Potatoes;2015;10100.0;245000.0;24257.4;245000.0;245000000
Albania;Potatoes;2016;9693.0;238345.0;24589.4;238345.0;238345000
Albania;Potatoes;2017;9948.0;249804.0;25111.0;249804.0;249804000
Albania;Potatoes;2018;9726.0;254543.0;26171.4;254543.0;254543000
Albania;Potatoes;2019;10164.0;260661.0;25645.5;260661.0;260661000
Albania;Potatoes;2020;9701.0;254886.0;26274.2;254886.0;254886000
Albania;Potatoes;2021;10378.0;258862.0;24943.3;258862.0;258862000
Albania;Potatoes;2022;9910.0;262673.0;26505.9;262673.0;262673000
Albania;Potatoes;2023;10068.0;274188.2;27233.1;274188.2;274188200
Austria;Potatoes;1961;171624.0;3394825.0;19780.6;3394825.0;3394825000
Austria;Potatoes;1962;168744.0;3213739.0;19045.1;3213739.0;3213739000
Austria;Potatoes;1963;160653.0;3498695.0;21778.0;3498695.0;3498695000
Austria;Potatoes;1964;157537.0;3438204.0;21824.7;3438204.0;3438204000
Austria;Potatoes;1965;144555.0;2539433.0;17567.2;2539433.0;2539433000
Austria;Potatoes;1966;136599.0;3007318.0;22015.7;3007318.0;3007318000
Austria;Potatoes;1967;133833.0;3048976.0;22781.9;3048976.0;3048976000
Austria;Potatoes;1968;130243.0;3473076.0;26666.1;3473076.0;3473076000
Austria;Potatoes;1969;112572.0;2940545.0;26121.5;2940545.0;2940545000
Austria;Potatoes;1970;109924.0;2703894.0;24597.8;2703894.0;2703894000
Austria;Potatoes;1971;105303.0;2716519.0;25797.2;2716519.0;2716519000
Austria;Potatoes;1972;100943.0;2341420.0;23195.5;2341420.0;2341420000
Austria;Potatoes;1973;84193.0;2116526.0;25139.0;2116526.0;2116526000
Austria;Potatoes;1974;82304.0;1996305.0;24255.3;1996305.0;1996305000
Austria;Potatoes;1975;69101.0;1578687.0;22846.1;1578687.0;1578687000
Austria;Potatoes;1976;73312.0;1746023.0;23816.3;1746023.0;1746023000
Austria;Potatoes;1977;60198.0;1352246.0;22463.3;1352246.0;1352246000
Austria;Potatoes;1978;56902.0;1400892.0;24619.4;1400892.0;1400892000
Austria;Potatoes;1979;58048.0;1493706.0;25732.3;1493706.0;1493706000
Austria;Potatoes;1980;52569.0;1263922.0;24043.1;1263922.0;1263922000
Austria;Potatoes;1981;49639.0;1309779.0;26386.1;1309779.0;1309779000
Austria;Potatoes;1982;45654.0;1120676.0;24547.2;1120676.0;1120676000
Austria;Potatoes;1983;40594.0;1011511.0;24917.7;1011511.0;1011511000
Austria;Potatoes;1984;41322.0;1138097.0;27542.2;1138097.0;1138097000
Austria;Potatoes;1985;37719.0;1042196.0;27630.5;1042196.0;1042196000
Austria;Potatoes;1986;34854.0;982405.0;28186.3;982405.0;982405000
Austria;Potatoes;1987;34128.0;879497.0;25770.5;879497.0;879497000
Austria;Potatoes;1988;33115.0;1001044.0;30229.3;1001044.0;1001044000
Austria;Potatoes;1989;32395.0;845466.0;26098.7;845466.0;845466000
Austria;Potatoes;1990;31760.0;793537.0;24985.4;793537.0;793537000
Austria;Potatoes;1991;33421.0;789979.0;23637.2;789979.0;789979000
Austria;Potatoes;1992;33036.0;738256.0;22347.0;738256.0;738256000
Austria;Potatoes;1993;31090.0;885833.0;28492.5;885833.0;885833000
Austria;Potatoes;1994;29738.0;593720.0;19965.0;593720.0;593720000
Austria;Potatoes;1995;27036.0;724426.0;26794.9;724426.0;724426000
Austria;Potatoes;1996;26335.0;768974.0;29199.7;768974.0;768974000
Austria;Potatoes;1997;23476.0;676872.0;28832.5;676872.0;676872000
Austria;Potatoes;1998;22854.0;646915.0;28306.4;646915.0;646915000
Austria;Potatoes;1999;23180.0;711729.0;30704.4;711729.0;711729000
Austria;Potatoes;2000;23737.0;694609.0;29262.7;694609.0;694609000
Austria;Potatoes;2001;23123.0;694602.0;30039.4;694602.0;694602000
Austria;Potatoes;2002;22523.0;684321.0;30383.2;684321.0;684321000
Austria;Potatoes;2003;21122.0;560340.0;26528.7;560340.0;560340000
Austria;Potatoes;2004;21924.0;693054.0;31611.7;693054.0;693054000
Austria;Potatoes;2005;22186.0;763165.0;34398.5;763165.0;763165000
Austria;Potatoes;2006;21920.0;654621.0;29864.1;654621.0;654621000
Austria;Potatoes;2007;22675.0;668755.0;29493.1;668755.0;668755000
Austria;Potatoes;2008;22800.0;756945.0;33199.3;756945.0;756945000
Austria;Potatoes;2009;22222.0;722098.0;32494.7;722098.0;722098000
Austria;Potatoes;2010;21973.0;671722.0;30570.3;671722.0;671722000
Austria;Potatoes;2011;22851.0;816070.0;35712.7;816070.0;816070000
Austria;Potatoes;2012;21782.0;665416.0;30549.1;665416.0;665416000
Austria;Potatoes;2013;21128.0;604050.78;28589.7;604050.78;604050780
Austria;Potatoes;2014;21384.0;750637.43;35102.0;750637.43;750637430
Austria;Potatoes;2015;20368.0;536472.82;26339.0;536472.82;536472820
Austria;Potatoes;2016;21221.0;767261.12;36155.7;767261.12;767261120
Austria;Potatoes;2017;22991.0;653400.0;28419.8;653400.0;653400000
Austria;Potatoes;2018;23760.0;697930.0;29374.2;697930.0;697930000
Austria;Potatoes;2019;23970.0;751260.0;31341.7;751260.0;751260000
Austria;Potatoes;2020;24260.0;885890.0;36516.5;885890.0;885890000
Austria;Potatoes;2021;22560.0;769690.0;34117.5;769690.0;769690000
Austria;Potatoes;2022;21440.0;686220.0;32006.5;686220.0;686220000
Austria;Potatoes;2023;20620.0;594040.0;28808.9;594040.0;594040000
Belarus;Potatoes;1992;779000.0;8983900.0;11532.6;8983900.0;8983900000
Belarus;Potatoes;1993;749000.0;11644200.0;15546.3;11644200.0;11644200000
Belarus;Potatoes;1994;697000.0;8241000.0;11823.5;8241000.0;8241000000
Belarus;Potatoes;1995;725000.0;9504200.0;13109.2;9504200.0;9504200000
Belarus;Potatoes;1996;719000.0;10880500.0;15132.8;10880500.0;10880500000
Belarus;Potatoes;1997;700000.0;6942100.0;9917.3;6942100.0;6942100000
Belarus;Potatoes;1998;695000.0;7573500.0;10897.1;7573500.0;7573500000
Belarus;Potatoes;1999;661000.0;7491100.0;11333.0;7491100.0;7491100000
Belarus;Potatoes;2000;661000.0;8717800.0;13188.8;8717800.0;8717800000
Belarus;Potatoes;2001;636000.0;7767600.0;12213.2;7767600.0;7767600000
Belarus;Potatoes;2002;550000.0;7420700.0;13492.2;7420700.0;7420700000
Belarus;Potatoes;2003;526291.0;8649583.0;16435.0;8649583.0;8649583000
Belarus;Potatoes;2004;506610.0;9902165.0;19545.9;9902165.0;9902165000
Belarus;Potatoes;2005;461646.0;8184953.0;17729.9;8184953.0;8184953000
Belarus;Potatoes;2006;433922.0;8329412.0;19195.6;8329412.0;8329412000
Belarus;Potatoes;2007;412553.0;8743976.0;21194.8;8743976.0;8743976000
Belarus;Potatoes;2008;396341.0;8748630.0;22073.5;8748630.0;8748630000
Belarus;Potatoes;2009;382981.0;7124981.0;18604.0;7124981.0;7124981000
Belarus;Potatoes;2010;366766.0;7831111.0;21351.8;7831111.0;7831111000
Belarus;Potatoes;2011;341086.0;7147938.0;20956.4;7147938.0;7147938000
Belarus;Potatoes;2012;332035.0;6910669.0;20813.1;6910669.0;6910669000
Belarus;Potatoes;2013;305429.0;5911160.0;19353.6;5911160.0;5911160000
Belarus;Potatoes;2014;273900.0;5562600.0;20308.9;5562600.0;5562600000
Belarus;Potatoes;2015;266700.0;5107300.0;19150.0;5107300.0;5107300000
Belarus;Potatoes;2016;239300.0;4896600.0;20462.2;4896600.0;4896600000
Belarus;Potatoes;2017;214100.0;5009400.0;23397.5;5009400.0;5009400000
Belarus;Potatoes;2018;202000.0;4347600.0;21522.8;4347600.0;4347600000
Belarus;Potatoes;2019;188100.0;4354700.0;23151.0;4354700.0;4354700000
Belarus;Potatoes;2020;177400.0;3707899.0;20901.3;3707899.0;3707899000
Belarus;Potatoes;2021;174600.0;3405055.0;19502.0;3405055.0;3405055000
Belarus;Potatoes;2022;173400.0;3858797.0;22253.7;3858797.0;3858797000
Belarus;Potatoes;2023;183179.0;4020846.0;21950.3;4020846.0;4020846000
Belgium;Potatoes;2000;65800.0;2921900.0;44405.8;2921900.0;2921900000
Belgium;Potatoes;2001;62200.0;2564300.0;41226.7;2564300.0;2564300000
Belgium;Potatoes;2002;61700.0;2909000.0;47147.5;2909000.0;2909000000
Belgium;Potatoes;2003;59299.0;2522095.0;42531.8;2522095.0;2522095000
Belgium;Potatoes;2004;66734.0;3229622.0;48395.5;3229622.0;3229622000
Belgium;Potatoes;2005;64953.0;2780865.0;42813.5;2780865.0;2780865000
Belgium;Potatoes;2006;67267.0;2592820.0;38545.2;2592820.0;2592820000
Belgium;Potatoes;2007;67942.0;3189817.0;46949.1;3189817.0;3189817000
Belgium;Potatoes;2008;63884.0;2943205.0;46071.1;2943205.0;2943205000
Belgium;Potatoes;2009;73724.0;3296077.0;44708.3;3296077.0;3296077000
Belgium;Potatoes;2010;81760.0;3455800.0;42267.6;3455800.0;3455800000
Belgium;Potatoes;2011;82341.0;4128669.0;50141.2;4128669.0;4128669000
Belgium;Potatoes;2012;64500.0;2929800.0;45423.3;2929800.0;2929800000
Belgium;Potatoes;2013;75400.0;3428000.0;45464.2;3428000.0;3428000000
Belgium;Potatoes;2014;81121.0;4380556.0;54000.3;4380556.0;4380556000
Belgium;Potatoes;2015;78640.0;3689994.0;46922.6;3689994.0;3689994000
Belgium;Potatoes;2016;89164.0;3402787.0;38163.2;3402787.0;3402787000
Belgium;Potatoes;2017;92855.0;4416665.0;47565.2;4416665.0;4416665000
Belgium;Potatoes;2018;93330.0;3045440.0;32630.9;3045440.0;3045440000
Belgium;Potatoes;2019;98190.0;4027620.0;41018.6;4027620.0;4027620000
Belgium;Potatoes;2020;97340.0;3928910.0;40362.7;3928910.0;3928910000
Belgium;Potatoes;2021;89920.0;3871470.0;43054.6;3871470.0;3871470000
Belgium;Potatoes;2022;91940.0;3577730.0;38913.7;3577730.0;3577730000
Belgium;Potatoes;2023;95700.0;4021930.0;42026.4;4021930.0;4021930000
Bulgaria;Potatoes;1961;41408.0;444994.0;10746.6;444994.0;444994000
Bulgaria;Potatoes;1962;43223.0;360634.0;8343.6;360634.0;360634000
Bulgaria;Potatoes;1963;43108.0;414851.0;9623.5;414851.0;414851000
Bulgaria;Potatoes;1964;40776.0;496887.0;12185.8;496887.0;496887000
Bulgaria;Potatoes;1965;36555.0;284507.0;7783.0;284507.0;284507000
Bulgaria;Potatoes;1966;34134.0;421414.0;12345.9;421414.0;421414000
Bulgaria;Potatoes;1967;33377.0;381038.0;11416.2;381038.0;381038000
Bulgaria;Potatoes;1968;31008.0;368859.0;11895.6;368859.0;368859000
Bulgaria;Potatoes;1969;29236.0;356697.0;12200.6;356697.0;356697000
Bulgaria;Potatoes;1970;30777.0;373663.0;12141.0;373663.0;373663000
Bulgaria;Potatoes;1971;28712.0;403610.0;14057.2;403610.0;403610000
Bulgaria;Potatoes;1972;29592.0;381638.0;12896.7;381638.0;381638000
Bulgaria;Potatoes;1973;27157.0;328344.0;12090.6;328344.0;328344000
Bulgaria;Potatoes;1974;31391.0;344689.0;10980.5;344689.0;344689000
Bulgaria;Potatoes;1975;30002.0;317809.0;10592.9;317809.0;317809000
Bulgaria;Potatoes;1976;29049.0;350499.0;12065.8;350499.0;350499000
Bulgaria;Potatoes;1977;33815.0;382727.0;11318.3;382727.0;382727000
Bulgaria;Potatoes;1978;36887.0;391494.0;10613.3;391494.0;391494000
Bulgaria;Potatoes;1979;38982.0;423950.0;10875.5;423950.0;423950000
Bulgaria;Potatoes;1980;34995.0;300884.0;8597.9;300884.0;300884000
Bulgaria;Potatoes;1981;36481.0;403151.0;11051.0;403151.0;403151000
Bulgaria;Potatoes;1982;40324.0;468812.0;11626.1;468812.0;468812000
Bulgaria;Potatoes;1983;40818.0;426793.0;10456.0;426793.0;426793000
Bulgaria;Potatoes;1984;39512.0;417703.0;10571.5;417703.0;417703000
Bulgaria;Potatoes;1985;39840.0;439331.0;11027.4;439331.0;439331000
Bulgaria;Potatoes;1986;39523.0;491489.0;12435.5;491489.0;491489000
Bulgaria;Potatoes;1987;36530.0;315727.0;8643.0;315727.0;315727000
Bulgaria;Potatoes;1988;36553.0;357677.0;9785.2;357677.0;357677000
Bulgaria;Potatoes;1989;40217.0;553456.0;13761.7;553456.0;553456000
Bulgaria;Potatoes;1990;41219.0;432740.0;10498.6;432740.0;432740000
Bulgaria;Potatoes;1991;42524.0;497604.0;11701.7;497604.0;497604000
Bulgaria;Potatoes;1992;47880.0;566237.0;11826.2;566237.0;566237000
Bulgaria;Potatoes;1993;39323.0;357079.0;9080.7;357079.0;357079000
Bulgaria;Potatoes;1994;47319.0;497183.0;10507.0;497183.0;497183000
Bulgaria;Potatoes;1995;55630.0;648741.0;11661.7;648741.0;648741000
Bulgaria;Potatoes;1996;39615.0;319388.0;8062.3;319388.0;319388000
Bulgaria;Potatoes;1997;44314.0;463247.0;10453.7;463247.0;463247000
Bulgaria;Potatoes;1998;50866.0;478347.0;9404.1;478347.0;478347000
Bulgaria;Potatoes;1999;52211.0;566359.0;10847.5;566359.0;566359000
Bulgaria;Potatoes;2000;52820.0;397532.0;7526.2;397532.0;397532000
Bulgaria;Potatoes;2001;48448.0;600371.0;12392.1;600371.0;600371000
Bulgaria;Potatoes;2002;51886.0;627273.0;12089.4;627273.0;627273000
Bulgaria;Potatoes;2003;29754.0;450214.0;15131.2;450214.0;450214000
Bulgaria;Potatoes;2004;30675.0;573179.0;18685.5;573179.0;573179000
Bulgaria;Potatoes;2005;23999.0;375459.0;15644.8;375459.0;375459000
Bulgaria;Potatoes;2006;24471.0;386050.0;15775.8;386050.0;386050000
Bulgaria;Potatoes;2007;22427.0;298722.0;13319.7;298722.0;298722000
Bulgaria;Potatoes;2008;21711.0;353060.0;16261.8;353060.0;353060000
Bulgaria;Potatoes;2009;14002.0;231745.0;16550.8;231745.0;231745000
Bulgaria;Potatoes;2010;13805.0;251205.0;18196.7;251205.0;251205000
Bulgaria;Potatoes;2011;16219.0;232314.0;14323.6;232314.0;232314000
Bulgaria;Potatoes;2012;14906.0;151319.0;10151.5;151319.0;151319000
Bulgaria;Potatoes;2013;12765.0;186529.0;14612.5;186529.0;186529000
Bulgaria;Potatoes;2014;10200.0;132651.0;13005.0;132651.0;132651000
Bulgaria;Potatoes;2015;11018.0;164866.0;14963.3;164866.0;164866000
Bulgaria;Potatoes;2016;8376.0;127182.0;15184.1;127182.0;127182000
Bulgaria;Potatoes;2017;12806.0;227815.0;17789.7;227815.0;227815000
Bulgaria;Potatoes;2018;14100.0;261690.0;18559.6;261690.0;261690000
Bulgaria;Potatoes;2019;9290.0;197410.0;21249.7;197410.0;197410000
Bulgaria;Potatoes;2020;9950.0;192330.0;19329.6;192330.0;192330000
Bulgaria;Potatoes;2021;10900.0;195640.0;17948.6;195640.0;195640000
Bulgaria;Potatoes;2022;9160.0;172210.0;18800.2;172210.0;172210000
Bulgaria;Potatoes;2023;7020.0;119240.0;16985.8;119240.0;119240000
Croatia;Potatoes;1992;60758.0;480079.0;7901.5;480079.0;480079000
Croatia;Potatoes;1993;64754.0;507898.0;7843.5;507898.0;507898000
Croatia;Potatoes;1994;66356.0;563285.0;8488.8;563285.0;563285000
Croatia;Potatoes;1995;66458.0;692216.0;10415.8;692216.0;692216000
Croatia;Potatoes;1996;65537.0;666020.0;10162.5;666020.0;666020000
Croatia;Potatoes;1997;63189.0;620032.0;9812.3;620032.0;620032000
Croatia;Potatoes;1998;64931.0;664753.0;10237.8;664753.0;664753000
Croatia;Potatoes;1999;66374.0;728646.0;10977.9;728646.0;728646000
Croatia;Potatoes;2000;65232.0;553712.0;8488.3;553712.0;553712000
Croatia;Potatoes;2001;65641.0;670233.0;10210.6;670233.0;670233000
Croatia;Potatoes;2002;64640.0;736198.0;11389.2;736198.0;736198000
Croatia;Potatoes;2003;63097.0;375050.0;5944.0;375050.0;375050000
Croatia;Potatoes;2004;16043.0;247057.0;15399.7;247057.0;247057000
Croatia;Potatoes;2005;18903.0;273409.0;14463.8;273409.0;273409000
Croatia;Potatoes;2006;16759.0;274529.0;16381.0;274529.0;274529000
Croatia;Potatoes;2007;17355.0;296302.0;17073.0;296302.0;296302000
Croatia;Potatoes;2008;15000.0;255554.0;17036.9;255554.0;255554000
Croatia;Potatoes;2009;14000.0;270251.0;19303.6;270251.0;270251000
Croatia;Potatoes;2010;10950.0;178611.0;16311.5;178611.0;178611000
Croatia;Potatoes;2011;10881.0;167524.0;15396.0;167524.0;167524000
Croatia;Potatoes;2012;10232.0;151278.0;14784.8;151278.0;151278000
Croatia;Potatoes;2013;10234.0;162501.0;15878.5;162501.0;162501000
Croatia;Potatoes;2014;10310.0;160847.0;15601.1;160847.0;160847000
Croatia;Potatoes;2015;10047.0;171179.0;17037.8;171179.0;171179000
Croatia;Potatoes;2016;9866.0;193962.0;19659.6;193962.0;193962000
Croatia;Potatoes;2017;9833.0;156089.0;15874.0;156089.0;156089000
Croatia;Potatoes;2018;9270.0;182260.0;19661.3;182260.0;182260000
Croatia;Potatoes;2019;9390.0;173150.0;18439.8;173150.0;173150000
Croatia;Potatoes;2020;9330.0;174280.0;18679.5;174280.0;174280000
Croatia;Potatoes;2021;8790.0;127830.0;14542.7;127830.0;127830000
Croatia;Potatoes;2022;7370.0;103400.0;14029.9;103400.0;103400000
Croatia;Potatoes;2023;7230.0;126280.0;17466.1;126280.0;126280000
Denmark;Potatoes;1961;72330.0;1490089.0;20601.3;1490089.0;1490089000
Denmark;Potatoes;1962;62131.0;1162510.0;18710.6;1162510.0;1162510000
Denmark;Potatoes;1963;64050.0;1333948.0;20826.7;1333948.0;1333948000
